claim_id,pet_id,provider_id,month,region,provider_type,species,breed_group,age,complexity,condition,treatment,units,unit_price,paid,referred,vet_note,source
C0325014,P0203,VET-026,2025-04,regional,specialty,cat,medium,9,0,dermatitis,consult,2,256.87,513.73,true,dermatitis; age 9; complexity 0; referral noted,synthetic-v1
C0325015,P1647,VET-026,2025-04,regional,specialty,dog,medium,3,1,gastroenteritis,consult,1,318.43,318.43,true,gastroenteritis; age 3; complexity 1; referral noted,synthetic-v1
C0325016,P2228,VET-026,2025-04,regional,specialty,dog,small,12,0,gastroenteritis,consult,1,354.64,354.64,true,gastroenteritis; age 12; complexity 0; referral noted,synthetic-v1
C0325017,P1877,VET-026,2025-04,regional,specialty,dog,small,5,1,otitis,consult,2,304.30,608.59,true,otitis; age 5; complexity 1; referral noted,synthetic-v1
C0325018,P0550,VET-026,2025-04,regional,specialty,cat,small,8,1,otitis,cytology,2,196.96,393.93,true,otitis; age 8; complexity 1; referral noted,synthetic-v1
C0325019,P0348,VET-026,2025-04,regional,specialty,dog,mixed,9,1,dermatitis,medication,1,276.92,276.92,true,dermatitis; age 9; complexity 1; referral noted,synthetic-v1
C0325020,P1886,VET-026,2025-04,regional,specialty,cat,small,14,2,otitis,cytology,1,253.33,253.33,true,otitis; age 14; complexity 2; referral noted,synthetic-v1
C0325021,P0644,VET-026,2025-04,regional,specialty,dog,medium,13,2,otitis,cytology,1,224.96,224.96,true,otitis; age 13; complexity 2; referral noted,synthetic-v1
C0325022,P0403,VET-026,2025-04,regional,specialty,cat,small,4,0,dermatitis,medication,1,225.55,225.55,true,dermatitis; age 4; complexity 0; referral noted,synthetic-v1
C0326000,P1352,VET-027,2025-04,rural,specialty,dog,small,2,1,dermatitis,medication,1,268.92,268.92,true,dermatitis; age 2; complexity 1; referral noted,synthetic-v1
C0326001,P2095,VET-027,2025-04,rural,specialty,dog,small,9,0,otitis,consult,1,287.64,287.64,true,otitis; age 9; complexity 0; referral noted,synthetic-v1
C0326002,P1164,VET-027,2025-04,rural,specialty,dog,large,3,0,otitis,cytology,2,172.91,345.81,true,otitis; age 3; complexity 0; referral noted,synthetic-v1
C0326003,P0767,VET-027,2025-04,rural,specialty,cat,large,13,0,otitis,cytology,1,211.21,211.21,true,otitis; age 13; complexity 0; referral noted,synthetic-v1
C0326004,P0799,VET-027,2025-04,rural,specialty,cat,medium,2,0,gastroenteritis,consult,1,348.87,348.87,true,gastroenteritis; age 2; complexity 0; referral noted,synthetic-v1
C0326005,P1888,VET-027,2025-04,rural,specialty,cat,large,8,0,otitis,cytology,1,182.66,182.66,true,otitis; age 8; complexity 0; repeat visit; referral noted,synthetic-v1
C0326006,P0102,VET-027,2025-04,rural,specialty,dog,small,8,0,dermatitis,consult,1,263.00,263.00,true,dermatitis; age 8; complexity 0; referral noted,synthetic-v1
C0326007,P1281,VET-027,2025-04,rural,specialty,dog,large,3,2,gastroenteritis,pathology,1,427.26,427.26,true,gastroenteritis; age 3; complexity 2; repeat visit; referral noted,synthetic-v1
C0326008,P1573,VET-027,2025-04,rural,specialty,dog,small,8,0,dermatitis,consult,1,267.71,267.71,true,dermatitis; age 8; complexity 0; referral noted,synthetic-v1
C0326009,P2255,VET-027,2025-04,rural,specialty,cat,small,13,0,dermatitis,consult,1,351.87,351.87,true,dermatitis; age 13; complexity 0; referral noted,synthetic-v1
C0326010,P1695,VET-027,2025-04,rural,specialty,dog,small,1,1,otitis,consult,1,297.99,297.99,true,otitis; age 1; complexity 1; repeat visit; referral noted,synthetic-v1
C0326011,P1043,VET-027,2025-04,rural,specialty,cat,medium,7,1,otitis,cytology,2,199.08,398.17,true,otitis; age 7; complexity 1; referral noted,synthetic-v1
C0326012,P0858,VET-027,2025-04,rural,specialty,dog,mixed,12,0,dermatitis,consult,1,334.62,334.62,true,dermatitis; age 12; complexity 0; referral noted,synthetic-v1
C0326013,P1203,VET-027,2025-04,rural,specialty,dog,mixed,8,1,gastroenteritis,pathology,1,410.43,410.43,true,gastroenteritis; age 8; complexity 1; referral noted,synthetic-v1
C0326014,P2206,VET-027,2025-04,rural,specialty,dog,small,3,0,dermatitis,consult,1,271.93,271.93,true,dermatitis; age 3; complexity 0; referral noted,synthetic-v1
C0326015,P1815,VET-027,2025-04,rural,specialty,dog,medium,6,0,gastroenteritis,pathology,1,309.42,309.42,true,gastroenteritis; age 6; complexity 0; repeat visit; referral noted,synthetic-v1
C0326016,P0689,VET-027,2025-04,rural,specialty,dog,small,11,1,dermatitis,consult,2,405.47,810.94,true,dermatitis; age 11; complexity 1; referral noted,synthetic-v1
C0327000,P0573,VET-028,2025-04,metro,gp,dog,mixed,3,0,gastroenteritis,consult,2,154.77,309.54,true,gastroenteritis; age 3; complexity 0; referral noted,synthetic-v1
C0327001,P1439,VET-028,2025-04,metro,gp,dog,mixed,5,0,otitis,cytology,1,101.61,101.61,true,otitis; age 5; complexity 0; referral noted,synthetic-v1
C0327002,P0232,VET-028,2025-04,metro,gp,dog,mixed,11,0,gastroenteritis,consult,1,180.37,180.37,false,gastroenteritis; age 11; complexity 0; managed in setting,synthetic-v1
C0327003,P1730,VET-028,2025-04,metro,gp,cat,medium,3,1,otitis,consult,1,174.74,174.74,true,otitis; age 3; complexity 1; referral noted,synthetic-v1
C0327004,P0542,VET-028,2025-04,metro,gp,dog,medium,10,0,gastroenteritis,pathology,1,223.96,223.96,false,gastroenteritis; age 10; complexity 0; managed in setting,synthetic-v1
C0327005,P0411,VET-028,2025-04,metro,gp,dog,large,8,0,dermatitis,consult,1,140.11,140.11,true,dermatitis; age 8; complexity 0; referral noted,synthetic-v1
C0327006,P1818,VET-028,2025-04,metro,gp,dog,mixed,13,1,gastroenteritis,pathology,2,232.59,465.19,true,gastroenteritis; age 13; complexity 1; referral noted,synthetic-v1
C0327007,P0930,VET-028,2025-04,metro,gp,dog,medium,3,1,otitis,cytology,1,98.17,98.17,false,otitis; age 3; complexity 1; managed in setting,synthetic-v1
C0327008,P1859,VET-028,2025-04,metro,gp,cat,mixed,10,1,dermatitis,consult,1,195.54,195.54,false,dermatitis; age 10; complexity 1; managed in setting,synthetic-v1
C0327009,P1349,VET-028,2025-04,metro,gp,dog,large,7,0,dermatitis,consult,1,157.27,157.27,true,dermatitis; age 7; complexity 0; referral noted,synthetic-v1
C0327010,P0474,VET-028,2025-04,metro,gp,dog,mixed,2,0,dermatitis,consult,2,155.70,311.40,false,dermatitis; age 2; complexity 0; repeat visit; managed in setting,synthetic-v1
C0327011,P2261,VET-028,2025-04,metro,gp,dog,small,4,2,otitis,cytology,2,116.86,233.73,true,otitis; age 4; complexity 2; referral noted,synthetic-v1
C0327012,P2207,VET-028,2025-04,metro,gp,dog,large,5,1,otitis,consult,1,165.11,165.11,false,otitis; age 5; complexity 1; repeat visit; managed in setting,synthetic-v1
C0327013,P1267,VET-028,2025-04,metro,gp,dog,large,3,1,gastroenteritis,pathology,1,207.56,207.56,true,gastroenteritis; age 3; complexity 1; referral noted,synthetic-v1
C0327014,P0863,VET-028,2025-04,metro,gp,dog,large,5,1,dermatitis,medication,1,156.36,156.36,true,dermatitis; age 5; complexity 1; referral noted,synthetic-v1
C0327015,P2048,VET-028,2025-04,metro,gp,dog,small,10,1,gastroenteritis,consult,1,223.01,223.01,true,gastroenteritis; age 10; complexity 1; referral noted,synthetic-v1
C0327016,P0870,VET-028,2025-04,metro,gp,cat,medium,11,0,otitis,consult,1,181.97,181.97,false,otitis; age 11; complexity 0; managed in setting,synthetic-v1
C0327017,P0561,VET-028,2025-04,metro,gp,dog,small,3,0,gastroenteritis,pathology,2,180.72,361.44,true,gastroenteritis; age 3; complexity 0; referral noted,synthetic-v1
C0327018,P1177,VET-028,2025-04,metro,gp,cat,mixed,7,2,dermatitis,consult,1,172.78,172.78,false,dermatitis; age 7; complexity 2; managed in setting,synthetic-v1
C0327019,P0671,VET-028,2025-04,metro,gp,dog,medium,11,1,otitis,cytology,2,115.39,230.78,true,otitis; age 11; complexity 1; repeat visit; referral noted,synthetic-v1
C0328000,P1162,VET-029,2025-04,regional,gp,cat,mixed,5,0,otitis,consult,1,168.76,168.76,false,otitis; age 5; complexity 0; managed in setting,synthetic-v1
C0328001,P0035,VET-029,2025-04,regional,gp,dog,mixed,11,2,dermatitis,consult,1,231.18,231.18,false,dermatitis; age 11; complexity 2; managed in setting,synthetic-v1
C0328002,P0104,VET-029,2025-04,regional,gp,dog,mixed,6,0,dermatitis,consult,2,169.86,339.71,false,dermatitis; age 6; complexity 0; managed in setting,synthetic-v1
C0328003,P1307,VET-029,2025-04,regional,gp,cat,mixed,5,0,dermatitis,medication,1,145.01,145.01,false,dermatitis; age 5; complexity 0; managed in setting,synthetic-v1
C0328004,P0076,VET-029,2025-04,regional,gp,dog,mixed,6,0,gastroenteritis,consult,2,161.91,323.82,false,gastroenteritis; age 6; complexity 0; repeat visit; managed in setting,synthetic-v1
C0328005,P0209,VET-029,2025-04,regional,gp,dog,mixed,14,0,gastroenteritis,consult,1,234.37,234.37,false,gastroenteritis; age 14; complexity 0; managed in setting,synthetic-v1
C0328006,P1028,VET-029,2025-04,regional,gp,cat,mixed,1,1,gastroenteritis,consult,1,187.43,187.43,false,gastroenteritis; age 1; complexity 1; repeat visit; managed in setting,synthetic-v1
C0328007,P1778,VET-029,2025-04,regional,gp,cat,mixed,6,2,dermatitis,medication,2,164.58,329.16,false,dermatitis; age 6; complexity 2; managed in setting,synthetic-v1
C0328008,P2373,VET-029,2025-04,regional,gp,dog,small,1,1,dermatitis,medication,1,158.65,158.65,false,dermatitis; age 1; complexity 1; managed in setting,synthetic-v1
C0328009,P0460,VET-029,2025-04,regional,gp,cat,large,11,1,gastroenteritis,pathology,2,229.87,459.73,false,gastroenteritis; age 11; complexity 1; repeat visit; managed in setting,synthetic-v1
C0328010,P2279,VET-029,2025-04,regional,gp,dog,medium,5,1,gastroenteritis,consult,1,182.53,182.53,false,gastroenteritis; age 5; complexity 1; managed in setting,synthetic-v1
C0328011,P0775,VET-029,2025-04,regional,gp,dog,small,10,1,gastroenteritis,consult,1,209.62,209.62,false,gastroenteritis; age 10; complexity 1; managed in setting,synthetic-v1
C0328012,P1724,VET-029,2025-04,regional,gp,dog,mixed,2,1,otitis,consult,1,180.07,180.07,false,otitis; age 2; complexity 1; managed in setting,synthetic-v1
C0328013,P1601,VET-029,2025-04,regional,gp,dog,large,3,1,otitis,cytology,1,112.33,112.33,false,otitis; age 3; complexity 1; managed in setting,synthetic-v1
C0328014,P1985,VET-029,2025-04,regional,gp,dog,medium,3,0,otitis,consult,1,143.56,143.56,false,otitis; age 3; complexity 0; managed in setting,synthetic-v1
C0328015,P1274,VET-029,2025-04,regional,gp,dog,medium,13,0,gastroenteritis,pathology,1,257.96,257.96,false,gastroenteritis; age 13; complexity 0; managed in setting,synthetic-v1
C0328016,P0957,VET-029,2025-04,regional,gp,dog,mixed,14,1,dermatitis,medication,1,200.64,200.64,false,dermatitis; age 14; complexity 1; managed in setting,synthetic-v1
C0328017,P2153,VET-029,2025-04,regional,gp,cat,mixed,14,0,otitis,consult,1,185.27,185.27,false,otitis; age 14; complexity 0; repeat visit; managed in setting,synthetic-v1
C0328018,P1259,VET-029,2025-04,regional,gp,dog,large,9,0,gastroenteritis,pathology,2,221.43,442.85,false,gastroenteritis; age 9; complexity 0; repeat visit; managed in setting,synthetic-v1
C0328019,P0033,VET-029,2025-04,regional,gp,dog,mixed,10,0,otitis,consult,2,179.52,359.05,false,otitis; age 10; complexity 0; managed in setting,synthetic-v1
C0328020,P0653,VET-029,2025-04,regional,gp,dog,small,11,0,gastroenteritis,pathology,1,229.24,229.24,false,gastroenteritis; age 11; complexity 0; managed in setting,synthetic-v1
C0328021,P1603,VET-029,2025-04,regional,gp,dog,small,13,2,gastroenteritis,pathology,2,284.96,569.93,false,gastroenteritis; age 13; complexity 2; managed in setting,synthetic-v1
C0328022,P1895,VET-029,2025-04,regional,gp,cat,mixed,13,2,gastroenteritis,pathology,2,318.46,636.91,false,gastroenteritis; age 13; complexity 2; repeat visit; managed in setting,synthetic-v1
C0328023,P1070,VET-029,2025-04,regional,gp,cat,mixed,7,1,otitis,consult,1,181.21,181.21,false,otitis; age 7; complexity 1; managed in setting,synthetic-v1
C0328024,P0226,VET-029,2025-04,regional,gp,cat,medium,14,1,gastroenteritis,consult,1,216.74,216.74,true,gastroenteritis; age 14; complexity 1; referral noted,synthetic-v1
C0328025,P1049,VET-029,2025-04,regional,gp,dog,small,4,2,gastroenteritis,consult,2,221.50,443.00,false,gastroenteritis; age 4; complexity 2; repeat visit; managed in setting,synthetic-v1
C0328026,P1936,VET-029,2025-04,regional,gp,dog,small,13,2,dermatitis,medication,2,189.22,378.44,false,dermatitis; age 13; complexity 2; managed in setting,synthetic-v1
C0328027,P2232,VET-029,2025-04,regional,gp,dog,medium,5,1,gastroenteritis,pathology,1,227.73,227.73,false,gastroenteritis; age 5; complexity 1; managed in setting,synthetic-v1
C0328028,P1907,VET-029,2025-04,regional,gp,cat,small,5,1,otitis,cytology,1,108.20,108.20,false,otitis; age 5; complexity 1; repeat visit; managed in setting,synthetic-v1
C0328029,P2053,VET-029,2025-04,regional,gp,dog,large,5,2,dermatitis,medication,1,150.78,150.78,false,dermatitis; age 5; complexity 2; managed in setting,synthetic-v1
C0328030,P1245,VET-029,2025-04,regional,gp,dog,mixed,8,0,otitis,consult,2,151.99,303.98,false,otitis; age 8; complexity 0; managed in setting,synthetic-v1
C0329000,P0348,VET-030,2025-04,rural,gp,dog,small,3,2,gastroenteritis,pathology,1,280.55,280.55,false,gastroenteritis; age 3; complexity 2; managed in setting,synthetic-v1
C0329001,P1802,VET-030,2025-04,rural,gp,dog,large,8,2,otitis,cytology,1,137.62,137.62,false,otitis; age 8; complexity 2; managed in setting,synthetic-v1
C0329002,P0578,VET-030,2025-04,rural,gp,dog,medium,8,1,dermatitis,consult,1,191.37,191.37,false,dermatitis; age 8; complexity 1; managed in setting,synthetic-v1
C0329003,P2331,VET-030,2025-04,rural,gp,dog,mixed,3,1,gastroenteritis,consult,1,222.02,222.02,false,gastroenteritis; age 3; complexity 1; managed in setting,synthetic-v1
C0329004,P0852,VET-030,2025-04,rural,gp,dog,mixed,5,1,otitis,cytology,2,133.90,267.79,false,otitis; age 5; complexity 1; managed in setting,synthetic-v1
C0329005,P2021,VET-030,2025-04,rural,gp,cat,small,10,0,gastroenteritis,pathology,1,208.57,208.57,false,gastroenteritis; age 10; complexity 0; managed in setting,synthetic-v1
C0329006,P1126,VET-030,2025-04,rural,gp,cat,mixed,6,0,dermatitis,medication,1,137.35,137.35,false,dermatitis; age 6; complexity 0; managed in setting,synthetic-v1
C0329007,P0488,VET-030,2025-04,rural,gp,cat,large,13,0,gastroenteritis,consult,1,213.92,213.92,false,gastroenteritis; age 13; complexity 0; managed in setting,synthetic-v1
C0329008,P0354,VET-030,2025-04,rural,gp,cat,medium,3,2,dermatitis,consult,2,231.25,462.50,false,dermatitis; age 3; complexity 2; managed in setting,synthetic-v1
C0329009,P0682,VET-030,2025-04,rural,gp,dog,large,3,2,dermatitis,consult,2,239.78,479.56,false,dermatitis; age 3; complexity 2; repeat visit; managed in setting,synthetic-v1
C0329010,P0657,VET-030,2025-04,rural,gp,dog,small,14,0,otitis,consult,2,205.06,410.12,false,otitis; age 14; complexity 0; managed in setting,synthetic-v1
C0329011,P2096,VET-030,2025-04,rural,gp,dog,medium,10,1,otitis,consult,2,181.14,362.28,true,otitis; age 10; complexity 1; repeat visit; referral noted,synthetic-v1
C0329012,P1689,VET-030,2025-04,rural,gp,dog,large,6,0,dermatitis,medication,1,151.70,151.70,false,dermatitis; age 6; complexity 0; managed in setting,synthetic-v1
C0329013,P1621,VET-030,2025-04,rural,gp,dog,mixed,9,1,otitis,consult,1,202.01,202.01,false,otitis; age 9; complexity 1; managed in setting,synthetic-v1
C0329014,P1550,VET-030,2025-04,rural,gp,dog,medium,12,2,otitis,consult,2,266.67,533.35,false,otitis; age 12; complexity 2; repeat visit; managed in setting,synthetic-v1
C0329015,P0992,VET-030,2025-04,rural,gp,cat,large,4,0,dermatitis,consult,1,170.80,170.80,false,dermatitis; age 4; complexity 0; managed in setting,synthetic-v1
C0329016,P0431,VET-030,2025-04,rural,gp,dog,large,14,0,otitis,cytology,2,144.03,288.07,false,otitis; age 14; complexity 0; managed in setting,synthetic-v1
C0329017,P1579,VET-030,2025-04,rural,gp,dog,medium,8,1,otitis,cytology,1,135.85,135.85,false,otitis; age 8; complexity 1; managed in setting,synthetic-v1
C0329018,P2359,VET-030,2025-04,rural,gp,dog,medium,4,0,dermatitis,medication,1,134.28,134.28,false,dermatitis; age 4; complexity 0; managed in setting,synthetic-v1
C0329019,P0017,VET-030,2025-04,rural,gp,dog,mixed,6,1,dermatitis,medication,2,165.40,330.80,false,dermatitis; age 6; complexity 1; managed in setting,synthetic-v1
C0329020,P0180,VET-030,2025-04,rural,gp,dog,small,13,1,dermatitis,medication,1,180.29,180.29,false,dermatitis; age 13; complexity 1; managed in setting,synthetic-v1
C0329021,P1276,VET-030,2025-04,rural,gp,cat,small,2,0,gastroenteritis,consult,1,169.18,169.18,true,gastroenteritis; age 2; complexity 0; referral noted,synthetic-v1
C0329022,P1478,VET-030,2025-04,rural,gp,cat,large,14,1,otitis,consult,1,234.64,234.64,false,otitis; age 14; complexity 1; managed in setting,synthetic-v1
C0329023,P1322,VET-030,2025-04,rural,gp,dog,medium,14,2,gastroenteritis,pathology,2,358.08,716.16,false,gastroenteritis; age 14; complexity 2; repeat visit; managed in setting,synthetic-v1
C0329024,P0189,VET-030,2025-04,rural,gp,dog,medium,8,0,gastroenteritis,pathology,2,200.25,400.51,false,gastroenteritis; age 8; complexity 0; managed in setting,synthetic-v1
C0330000,P0230,VET-031,2025-04,metro,emergency,dog,small,9,0,gastroenteritis,pathology,1,249.72,249.72,true,gastroenteritis; age 9; complexity 0; referral noted,synthetic-v1
C0330001,P0197,VET-031,2025-04,metro,emergency,dog,large,8,1,gastroenteritis,pathology,1,293.06,293.06,true,gastroenteritis; age 8; complexity 1; referral noted,synthetic-v1
C0330002,P0623,VET-031,2025-04,metro,emergency,cat,large,1,2,dermatitis,consult,2,302.60,605.21,true,dermatitis; age 1; complexity 2; referral noted,synthetic-v1
C0330003,P2149,VET-031,2025-04,metro,emergency,dog,mixed,2,0,gastroenteritis,consult,1,256.89,256.89,true,gastroenteritis; age 2; complexity 0; referral noted,synthetic-v1
C0330004,P2122,VET-031,2025-04,metro,emergency,dog,medium,10,1,dermatitis,medication,1,223.12,223.12,true,dermatitis; age 10; complexity 1; referral noted,synthetic-v1
C0330005,P1224,VET-031,2025-04,metro,emergency,dog,small,3,0,dermatitis,consult,1,247.10,247.10,true,dermatitis; age 3; complexity 0; referral noted,synthetic-v1
C0330006,P2112,VET-031,2025-04,metro,emergency,dog,mixed,6,0,gastroenteritis,pathology,1,272.96,272.96,true,gastroenteritis; age 6; complexity 0; referral noted,synthetic-v1
C0330007,P1555,VET-031,2025-04,metro,emergency,dog,medium,2,0,gastroenteritis,consult,1,221.36,221.36,true,gastroenteritis; age 2; complexity 0; referral noted,synthetic-v1
C0330008,P0036,VET-031,2025-04,metro,emergency,dog,small,2,1,gastroenteritis,consult,2,245.62,491.24,true,gastroenteritis; age 2; complexity 1; referral noted,synthetic-v1
C0330009,P0287,VET-031,2025-04,metro,emergency,cat,mixed,11,0,gastroenteritis,pathology,1,317.42,317.42,true,gastroenteritis; age 11; complexity 0; referral noted,synthetic-v1
C0330010,P0508,VET-031,2025-04,metro,emergency,dog,large,8,2,dermatitis,medication,1,197.17,197.17,true,dermatitis; age 8; complexity 2; referral noted,synthetic-v1
C0330011,P1144,VET-031,2025-04,metro,emergency,dog,medium,7,2,dermatitis,consult,1,246.24,246.24,true,dermatitis; age 7; complexity 2; referral noted,synthetic-v1
C0330012,P1126,VET-031,2025-04,metro,emergency,dog,small,12,0,otitis,cytology,1,147.55,147.55,true,otitis; age 12; complexity 0; referral noted,synthetic-v1
C0330013,P0864,VET-031,2025-04,metro,emergency,cat,medium,11,1,otitis,consult,2,241.76,483.52,true,otitis; age 11; complexity 1; referral noted,synthetic-v1
C0330014,P0408,VET-031,2025-04,metro,emergency,cat,small,14,1,dermatitis,medication,1,223.24,223.24,true,dermatitis; age 14; complexity 1; repeat visit; referral noted,synthetic-v1
C0330015,P0191,VET-031,2025-04,metro,emergency,cat,large,12,1,otitis,cytology,1,174.50,174.50,true,otitis; age 12; complexity 1; repeat visit; referral noted,synthetic-v1
C0330016,P0806,VET-031,2025-04,metro,emergency,cat,mixed,9,2,dermatitis,medication,1,231.40,231.40,true,dermatitis; age 9; complexity 2; referral noted,synthetic-v1
C0330017,P0914,VET-031,2025-04,metro,emergency,dog,mixed,12,0,otitis,cytology,1,172.09,172.09,true,otitis; age 12; complexity 0; referral noted,synthetic-v1
C0330018,P2324,VET-031,2025-04,metro,emergency,dog,medium,13,2,otitis,cytology,1,209.02,209.02,true,otitis; age 13; complexity 2; referral noted,synthetic-v1
C0330019,P1951,VET-031,2025-04,metro,emergency,dog,medium,13,1,dermatitis,medication,1,217.10,217.10,true,dermatitis; age 13; complexity 1; referral noted,synthetic-v1
C0330020,P0016,VET-031,2025-04,metro,emergency,dog,mixed,5,2,otitis,cytology,1,164.36,164.36,true,otitis; age 5; complexity 2; referral noted,synthetic-v1
C0331000,P0275,VET-032,2025-04,regional,emergency,dog,large,9,2,dermatitis,medication,1,232.98,232.98,true,dermatitis; age 9; complexity 2; referral noted,synthetic-v1
C0331001,P2257,VET-032,2025-04,regional,emergency,dog,small,3,2,gastroenteritis,pathology,2,357.07,714.15,true,gastroenteritis; age 3; complexity 2; referral noted,synthetic-v1
C0331002,P1629,VET-032,2025-04,regional,emergency,cat,mixed,12,0,otitis,consult,1,284.74,284.74,true,otitis; age 12; complexity 0; repeat visit; referral noted,synthetic-v1
C0331003,P2194,VET-032,2025-04,regional,emergency,cat,mixed,11,2,dermatitis,consult,2,289.98,579.96,true,dermatitis; age 11; complexity 2; referral noted,synthetic-v1
C0331004,P1173,VET-032,2025-04,regional,emergency,dog,large,4,1,otitis,consult,2,222.87,445.73,true,otitis; age 4; complexity 1; referral noted,synthetic-v1
C0331005,P1110,VET-032,2025-04,regional,emergency,dog,small,12,1,gastroenteritis,pathology,1,322.83,322.83,true,gastroenteritis; age 12; complexity 1; referral noted,synthetic-v1
C0331006,P1589,VET-032,2025-04,regional,emergency,cat,small,1,0,otitis,cytology,1,142.33,142.33,true,otitis; age 1; complexity 0; referral noted,synthetic-v1
C0331007,P1068,VET-032,2025-04,regional,emergency,dog,mixed,7,0,dermatitis,consult,1,253.84,253.84,true,dermatitis; age 7; complexity 0; referral noted,synthetic-v1
C0331008,P0442,VET-032,2025-04,regional,emergency,dog,mixed,4,1,gastroenteritis,pathology,1,316.52,316.52,true,gastroenteritis; age 4; complexity 1; repeat visit; referral noted,synthetic-v1
C0331009,P1523,VET-032,2025-04,regional,emergency,dog,large,6,0,otitis,cytology,1,135.69,135.69,true,otitis; age 6; complexity 0; referral noted,synthetic-v1
C0331010,P0312,VET-032,2025-04,regional,emergency,dog,large,12,1,otitis,cytology,1,205.30,205.30,true,otitis; age 12; complexity 1; referral noted,synthetic-v1
C0331011,P0276,VET-032,2025-04,regional,emergency,cat,mixed,1,1,dermatitis,medication,1,221.01,221.01,true,dermatitis; age 1; complexity 1; referral noted,synthetic-v1
C0331012,P1817,VET-032,2025-04,regional,emergency,dog,medium,4,0,gastroenteritis,consult,2,221.66,443.32,true,gastroenteritis; age 4; complexity 0; repeat visit; referral noted,synthetic-v1
C0331013,P0845,VET-032,2025-04,regional,emergency,cat,medium,2,1,gastroenteritis,consult,2,257.20,514.40,true,gastroenteritis; age 2; complexity 1; referral noted,synthetic-v1
C0332000,P0084,VET-033,2025-04,rural,emergency,dog,large,13,1,gastroenteritis,pathology,2,389.80,779.60,true,gastroenteritis; age 13; complexity 1; referral noted,synthetic-v1
C0332001,P1160,VET-033,2025-04,rural,emergency,dog,small,5,0,gastroenteritis,pathology,1,273.98,273.98,true,gastroenteritis; age 5; complexity 0; referral noted,synthetic-v1
C0332002,P0101,VET-033,2025-04,rural,emergency,cat,medium,6,0,gastroenteritis,pathology,1,324.98,324.98,true,gastroenteritis; age 6; complexity 0; referral noted,synthetic-v1
C0332003,P0283,VET-033,2025-04,rural,emergency,cat,large,12,0,dermatitis,consult,2,283.35,566.71,true,dermatitis; age 12; complexity 0; referral noted,synthetic-v1
C0332004,P0949,VET-033,2025-04,rural,emergency,dog,large,9,0,gastroenteritis,pathology,1,347.35,347.35,true,gastroenteritis; age 9; complexity 0; referral noted,synthetic-v1
C0332005,P0344,VET-033,2025-04,rural,emergency,dog,small,9,0,otitis,cytology,1,167.21,167.21,true,otitis; age 9; complexity 0; referral noted,synthetic-v1
C0332006,P0857,VET-033,2025-04,rural,emergency,cat,large,7,0,dermatitis,consult,1,246.59,246.59,true,dermatitis; age 7; complexity 0; referral noted,synthetic-v1
C0332007,P2029,VET-033,2025-04,rural,emergency,dog,small,11,0,dermatitis,medication,1,231.64,231.64,true,dermatitis; age 11; complexity 0; referral noted,synthetic-v1
C0332008,P0116,VET-033,2025-04,rural,emergency,dog,medium,4,1,dermatitis,consult,1,281.97,281.97,true,dermatitis; age 4; complexity 1; referral noted,synthetic-v1
C0332009,P1947,VET-033,2025-04,rural,emergency,dog,medium,3,0,dermatitis,medication,1,212.37,212.37,true,dermatitis; age 3; complexity 0; repeat visit; referral noted,synthetic-v1
C0332010,P0688,VET-033,2025-04,rural,emergency,dog,small,13,0,dermatitis,consult,1,298.06,298.06,true,dermatitis; age 13; complexity 0; repeat visit; referral noted,synthetic-v1
C0332011,P2236,VET-033,2025-04,rural,emergency,dog,small,2,0,dermatitis,consult,1,236.79,236.79,true,dermatitis; age 2; complexity 0; referral noted,synthetic-v1
C0332012,P0631,VET-033,2025-04,rural,emergency,dog,small,3,0,otitis,cytology,1,149.02,149.02,true,otitis; age 3; complexity 0; referral noted,synthetic-v1
C0332013,P2341,VET-033,2025-04,rural,emergency,dog,large,10,2,gastroenteritis,pathology,2,378.58,757.16,true,gastroenteritis; age 10; complexity 2; referral noted,synthetic-v1
C0332014,P0436,VET-033,2025-04,rural,emergency,dog,medium,1,0,otitis,cytology,1,151.82,151.82,true,otitis; age 1; complexity 0; referral noted,synthetic-v1
C0332015,P1553,VET-033,2025-04,rural,emergency,dog,medium,7,2,gastroenteritis,pathology,2,384.57,769.15,true,gastroenteritis; age 7; complexity 2; referral noted,synthetic-v1
C0332016,P2356,VET-033,2025-04,rural,emergency,dog,mixed,14,0,gastroenteritis,pathology,1,365.43,365.43,true,gastroenteritis; age 14; complexity 0; referral noted,synthetic-v1
C0332017,P2372,VET-033,2025-04,rural,emergency,dog,mixed,12,2,gastroenteritis,pathology,1,424.87,424.87,true,gastroenteritis; age 12; complexity 2; referral noted,synthetic-v1
C0332018,P0806,VET-033,2025-04,rural,emergency,dog,mixed,7,1,gastroenteritis,consult,1,275.65,275.65,true,gastroenteritis; age 7; complexity 1; referral noted,synthetic-v1
C0332019,P1587,VET-033,2025-04,rural,emergency,dog,large,13,0,otitis,consult,1,280.93,280.93,true,otitis; age 13; complexity 0; referral noted,synthetic-v1
C0332020,P1821,VET-033,2025-04,rural,emergency,cat,large,2,1,dermatitis,consult,1,280.78,280.78,true,dermatitis; age 2; complexity 1; repeat visit; referral noted,synthetic-v1
C0332021,P1462,VET-033,2025-04,rural,emergency,dog,medium,1,1,dermatitis,consult,1,268.76,268.76,true,dermatitis; age 1; complexity 1; referral noted,synthetic-v1
